price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
1278000,"1168 Block Dr,", Santa Clara,CA,95050,3,2,"1,087",1951,Single Family,None,"5,349 sqft","$1,176","Open HousesFri, Mar 65:30 PM - 7:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-06T17:30:00"",""endDate"":""2020-03-06T19:30:00"",""name"":""Open House - 5:30 PM - 7:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1168-Block-Dr-Santa-Clara-CA-95050/19596212_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1168 Block Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1168 Block Dr"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISv82gq1tzstl60000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1278000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1168-Block-Dr-Santa-Clara-CA-95050/19596212_zpid/""},""performer"":""Keller Williams Realty - Cupertino""}",1951,"'C. W. Haman Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
2298000,"3425 Cecil Ave,", Santa Clara,CA,95050,4,4,"2,870",1949,Single Family,None,0.26 acres,$801,What I love about this homeHuge lot in a quiet neighborhood. Possible to have detached accessory unit/ guest house.Read more,1949,"'Lynhaven Elementary School', 'Monroe Middle School', 'Del Mar High School'",3
1345000,"3605 Eastwood Cir,", Santa Clara,CA,95054,4,2,"1,565",1967,Single Family,None,"7,954 sqft",$859,"Welcome to this elegantly remodeled home in the prime Santa Clara location! This newly updated home boasts 4 spacious bedrooms and 2 gorgeous bathrooms and is nestled on a family-friendly, tree-lined street. Open layout and bright living room with lots of sunlight. NEW wood floors and NEW interior and exterior paint. NEW kitchen features custom cabinets, stunning counter tops and stainless steel appliances. Enjoy NEW bathrooms with contemporary design, custom vanity and beautiful modern tiles. This fantastic home also offers NEW recessed lights and lighting fixtures, NEW modern electric fireplace, NEW landscaping and many more designer touches. Great access to the Rivermark community plaza, freeways and many Silicon Valley companies such as Nvidia, Intel and Cisco. Must see!Read more",1967,"'Montague Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1598000,"1746 Townsend Ave,", Santa Clara,CA,95051,3,3,"1,800",1954,Single Family,None,"5,283 sqft",$888,"Amazing opportunity to own a move-in ready home located in a quiet neighborhood in Santa Clara! Lovely home boasts a 2-year-old new kitchen with Omega cabinets, tile backsplash, appliances including a Fisher & Paykel fridge, Thermador oven, gas cooktop & dishwasher! Additional features include white oak hardwood floor, 3-year-old roof, furnace, A/C, piping, Puronics Water System, window treatments, Navien instant water heater and much more! Walking to restaurants, groceries, and in close proximity to local parks, Costco, Apple Park, & many high tech companies! Will serve cookies and hot chocolate on Sunday 1:30 pm ~ 3:30 pm during open house.Read more",1954,"'Briarwood Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
697523,"1730 Halford Ave APT 258,", Santa Clara,CA,95051,2,2,983,1970,Condo,$585/month,None,None,None,1978,"'Braly Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
1339000,"4031 Crandall Cir,", Santa Clara,CA,95054,3,3,"1,894",2004,Townhouse,$443/month,"1,372 sqft",$707,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/4031-Crandall-Cir-Santa-Clara-CA-95054/64669595_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""4031 Crandall Cir"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4031 Crandall Cir"",""postalCode"":""95054"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISbl686d9495221000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1339000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/4031-Crandall-Cir-Santa-Clara-CA-95054/64669595_zpid/""},""performer"":""Intero Real Estate Services- Santa Clara""}",2004,None,1
2000000,"2978 Barkley Ave,", Santa Clara,CA,95051,3,4,"2,184",1957,Single Family,None,"5,743 sqft",$916,"Call Brett Bynum at (408) 685-5990 with questions or to schedule a home tour. Centrally located, spacious 3 bedroom suites, all with full bath, 2 with walk in closets, and 0.5 bathroom two-story Darvon Park home. House is completely gutted down to the wood frame. This bright & airy property features an open kitchen with: engineering marble counter tops and back splash, hardwood floors, recessed lighting, contemporary Demantra cabinets, an island breakfast bar & eat-in dining area. The huge bonus room serves as a living room for the in-law suite with easy access to pool/hot tub. Double pane windows, hardwood floors upstairs & an abundance of trees in the backyard. Easy access to: schools, parks and Silicon Valleys tech companies.Read more",2016,"'Bowers Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
1299950,"1300 White Dr,", Santa Clara,CA,95051,None,None,"1,916",1960,Multi Family,None,None,$678,None,None,"'Bowers Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
599888,"2250 Monroe St APT 319,", Santa Clara,CA,95050,1,1,716,1987,Condo,$453/month,None,$838,None,1987,"'Scott Lane Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1438888,"2371 Monroe St,", Santa Clara,CA,95051,4,2,"1,288",1968,Single Family,None,"9,130 sqft","$1,117","A wonderful recently updated 4 bedroom 2 bath home centrally located in one of Santa Clara's most desirable locations in Silicon Valley. This warm, comfortable home features a kitchen with granite counter tops and new stainless steel appliances, light and bright living room/dining combo, hardwood floors throughout and an expansive lot at 9,129 SqFt that radiates potential! Just a short distance from large tech companies including Apple, NVIDIA, Oracle and Intel. Minutes away from Levi Stadium and the future Related's Santa Clara Development including more than nine million square feet of shops, entertainment venues and restaurants, office space, hotels, and residences. This home is move in ready with great potential to expand the living space if desired.Read more",1968,"'Bracher Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
1250000,"554 Los Olivos Dr,", Santa Clara,CA,95050,2,2,"1,700",1981,Townhouse,$584/month,"1,311 sqft",$735,"Fabulous Location in the Santa Clara Redwoods Development. Easy access from Forbes onto Los Olivos and to the front door. Very Large 2 Bedroom 2 Bath with 1,700 sq. ft. of Living Area. High Vaulted Ceilings, Huge Living Room w/ Cozy Fireplace, Elegant Dining Room, Spacious Kitchen with plenty of Cabinets & Counter Space. One Large Bedroom Downstairs and a Luxury Master Suite Upstairs that takes up the whole upstairs. Has His & Hers Closet, Has sitting room with Fireplace. The Balcony has view of the tall Redwood Trees and the Golf Course. 2 Car plus Garage. Plenty of street parking. Located near S. Clara Library, Swim Center, Parks. Easy access to Nvidia, New Apple Campus, Yahoo, Intel & Hwy 101, 280 & 17 or 880. A short drive to Santana Row, Westfield Valley Fair Mall,Schools & Restaurants. * Santa Clara Utilities* HOA's include Cable/Dish, Decks, Exterior Painting, Fencing, Garbage, Insurance, Roof, Roads, Pool & Spa.Read more",1982,"'Westwood Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1183132,"526 Madison St,", Santa Clara,CA,95050,3,2,"1,328",1960,Single Family,None,"7,501 sqft",None,"Calling all investors/homeowners/contractors. Plans are ready to add to this house and make it a 2500 sq feet house with an in-law unit on the back. Plans have been approved by City of Santa Clara planning department. We have also got final approval from the Building Department to issue the permit, subject to certain clearances on utilities and payment of city fees. It should take another week or so to get the permit. As per survey done, correct lot size is 7500 sq feet. County records incorrectly show its as 5712 Sq FeetRead more",None,"'C. W. Haman Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
398000,"980 Kiely Blvd UNIT 218,", Santa Clara,CA,95051,1,1,622,1971,Condo,$492/month,None,$640,"Open HousesSat, Mar 71:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:30:00"",""endDate"":""2020-03-07T16:30:00"",""name"":""Open House - 1:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/980-Kiely-Blvd-UNIT-218-Santa-Clara-CA-95051/19597252_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""980 Kiely Blvd UNIT 218"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""980 Kiely Blvd UNIT 218"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISvg8yug45530q1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":398000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/980-Kiely-Blvd-UNIT-218-Santa-Clara-CA-95051/19597252_zpid/""},""performer"":""Compass""}Sun, Mar 81:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:30:00"",""endDate"":""2020-03-08T16:30:00"",""name"":""Open House - 1:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/980-Kiely-Blvd-UNIT-218-Santa-Clara-CA-95051/19597252_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""980 Kiely Blvd UNIT 218"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""980 Kiely Blvd UNIT 218"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISvg8yug45530q1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":398000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/980-Kiely-Blvd-UNIT-218-Santa-Clara-CA-95051/19597252_zpid/""},""performer"":""Compass""}",1981,"'Pomeroy Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
1399000,"2759 Rebeiro Ave,", Santa Clara,CA,95051,3,2,"1,305",1955,Single Family,None,"5,797 sqft","$1,072","PICTURE-PERFECT LIVING IN EXCELLENT NEIGHBORHOOD ; Situated in one of Santa Clara's most popular neighborhoods, this stylishly refinished home offers prized convenience and flexibility. A variety of upgrades adds modern luxury, and the highly functional floor plan is ideal for day-to-day living. Open, versatile living and dining areas unfold around an upgraded kitchen boasting high-end Italian appliances. Outdoors, an extensive covered deck overlooks the private backyard. Included are well-appointed bedrooms, new landscaping, updated baths, central AC, instant hot water, Silicon Valley Power, expanded master suite with walk-in closet, and more. Just moments away are top Santa Clara schools, including highly esteemed Sutter Elementary AND Millikin Basics + Elementary (buyer to verify attendance). This desirable location is surrounded by parks, and combines easy access to the library, golf, and groceries with prime proximity to Apple, commuter routes, and world-class shopping and dining.Read more",1955,"'Sutter Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
800000,"2600 Cortez Dr UNIT 7201,", Santa Clara,CA,95051,3,2,974,1972,Condo,$310/month,None,$821,"You guessed it...LOCATION! Rare THREE bedroom, two bath condo located smack-dab in the middle of all Santa Clara's best: close commuting to tech-hub, new restaurant and shopping plazas, wonderful schools, and outdoor activity spaces. This lovely home boasts open floor plans and beautifully maintained kitchens and bathrooms, as well as light and airy rooms. The Cortez Drive Community offers its residents a furnished clubhouse, pool, water/sewer, trash, and exterior maintenance. WHAT MORE DO YOU NEED?!Read more",2006,"'Bracher Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
769900,"470 N Winchester Blvd APT 403,", Santa Clara,CA,95050,2,3,"1,254",1979,Condo,$53/month,None,$614,"Welcome to Winchester Townhouses! This charming, beautifully appointed home brings together luxury and affordability. Spend time with family and friends on the fenced backyard patio, or come inside and read a book by the fireplace. The remodeled kitchen features all-white cabinets, stainless steel appliances, and a modern hood over the range. Full-size washer & dryer on the main level, near the half bath. Laminate hardwood floor makes cleanup easy. Retire upstairs to the bedrooms where you will find calming earth tones and comfy carpeting. The home is bright with windows throughout. There is ample storage with large closets in each bedroom, a linen closet, a kitchen pantry, and a storage locker. 1-car garage and second reserved space. A location that's tough to beat, Winchester Townhouses are just a mile from Valley Fair Mall and nearby Santana Row. Hop on I-280 or 880 for destinations throughout the Bay. A short drive to downtown San Jose, the Apple Campus, or Santa Clara University.Read more",1979,"'Westwood Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1299950,"2405 Alvarado Dr,", Santa Clara,CA,95051,4,2,"1,694",1968,Single Family,None,"9,770 sqft",$767,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2405-Alvarado-Dr-Santa-Clara-CA-95051/19557302_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2405 Alvarado Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2405 Alvarado Dr"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://maps.googleapis.com/maps/api/staticmap?center=37.365987,-121.966077&zoom=17&size=550x413&maptype=satellite&key=AIzaSyB27zV3MDy6oKhOscB5M44-CVmbisA-7zA&&signature=dT4QJZOHiBHNXF1bhZ5iLibGBhg="",""offers"":{""@type"":""Offer"",""price"":1299950,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2405-Alvarado-Dr-Santa-Clara-CA-95051/19557302_zpid/""},""performer"":""Intero Real Estate Services""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2405-Alvarado-Dr-Santa-Clara-CA-95051/19557302_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2405 Alvarado Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2405 Alvarado Dr"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://maps.googleapis.com/maps/api/staticmap?center=37.365987,-121.966077&zoom=17&size=550x413&maptype=satellite&key=AIzaSyB27zV3MDy6oKhOscB5M44-CVmbisA-7zA&&signature=dT4QJZOHiBHNXF1bhZ5iLibGBhg="",""offers"":{""@type"":""Offer"",""price"":1299950,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2405-Alvarado-Dr-Santa-Clara-CA-95051/19557302_zpid/""},""performer"":""Intero Real Estate Services""}",2008,"'Bracher Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
